timestamp,ap_id,device_id,event,rssi
2026-09-20T14:37:13.226924+00:00,AP_01,dev_35778c3c4e63c5e5,heartbeat,-49
2026-09-20T14:37:13.226924+00:00,AP_01,dev_731b3d87b1dc7eee,heartbeat,-48
2026-09-20T14:37:13.226924+00:00,AP_01,dev_bc8d7b6196fcef34,heartbeat,-49
2026-09-20T14:37:13.226924+00:00,AP_02,dev_349b3f24156b47ac,heartbeat,-52
2026-09-20T14:37:15.226924+00:00,AP_02,dev_75cf3775171f19ea,heartbeat,-50
2026-09-20T14:37:15.226924+00:00,AP_02,dev_89db6f69939e3a2d,connect,-44
2026-09-20T14:37:15.226924+00:00,AP_02,dev_e0901586fe4e5714,heartbeat,-52
2026-09-20T14:37:15.226924+00:00,AP_03,dev_07284014dce9133c,heartbeat,-44
2026-09-20T14:37:16.226924+00:00,AP_02,dev_4ac84bb5b54bd1e2,heartbeat,-55
2026-09-20T14:37:17.226924+00:00,AP_01,dev_539021518e086590,heartbeat,-52
2026-09-20T14:37:18.226924+00:00,AP_01,dev_445ccbc2b30f400c,heartbeat,-50
2026-09-20T14:37:19.226924+00:00,AP_01,dev_7a7cb5ddf5eb7995,heartbeat,-43
2026-09-20T14:37:20.226924+00:00,AP_02,dev_dba56be9de81f118,heartbeat,-46
2026-09-20T14:37:21.226924+00:00,AP_02,dev_55eaa3daf2dd130b,heartbeat,-46
2026-09-20T14:37:21.226924+00:00,AP_02,dev_1f7d38735c96fb65,heartbeat,-51
2026-09-20T14:37:22.226924+00:00,AP_01,dev_c406cbd22ec99ead,connect,-45
2026-09-20T14:37:23.226924+00:00,AP_01,dev_62e4eb8d4981d69d,heartbeat,-52
2026-09-20T14:37:23.226924+00:00,AP_02,dev_0f96d15f51d22665,heartbeat,-48
2026-09-20T14:37:24.226924+00:00,AP_01,dev_3685007455cd815a,heartbeat,-51
2026-09-20T14:37:24.226924+00:00,AP_01,dev_8036e1c3a6abbe3c,heartbeat,-45
2026-09-20T14:37:25.226924+00:00,AP_02,dev_2b173c18c059f8e9,heartbeat,-53
2026-09-20T14:37:27.226924+00:00,AP_01,dev_f50ad49c2c67a14f,heartbeat,-44
2026-09-20T14:37:27.226924+00:00,AP_02,dev_6e87a995d8ad91a8,connect,-46
2026-09-20T14:37:29.226924+00:00,AP_01,dev_daba50eec8c1da46,heartbeat,-50
2026-09-20T14:37:29.226924+00:00,AP_01,dev_4f88e58b44e4f3e4,heartbeat,-50
2026-09-20T14:37:30.226924+00:00,AP_01,dev_101e46487f17e515,heartbeat,-52
2026-09-20T14:37:32.226924+00:00,AP_02,dev_c4c59c0a301caf36,connect,-47
2026-09-20T14:37:32.226924+00:00,AP_03,dev_0ee25486519d39a2,heartbeat,-46
2026-09-20T14:37:34.226924+00:00,AP_02,dev_7dc730154810b19b,heartbeat,-50
2026-09-20T14:37:34.226924+00:00,AP_03,dev_a4b93ff51018f4c5,heartbeat,-53
2026-09-20T14:37:35.226924+00:00,AP_02,dev_e1493be4e7873c05,heartbeat,-49
2026-09-20T14:37:37.226924+00:00,AP_02,dev_e880e41ccd1eeaca,heartbeat,-44
2026-09-20T14:37:37.226924+00:00,AP_02,dev_67afb0bc703b419b,heartbeat,-49
2026-09-20T14:37:38.226924+00:00,AP_01,dev_932d334d0b33c912,heartbeat,-50
2026-09-20T14:37:39.226924+00:00,AP_01,dev_605e9822a32bf845,heartbeat,-46
2026-09-20T14:37:41.226924+00:00,AP_02,dev_44bae648792c87a3,heartbeat,-48
2026-09-20T14:37:42.226924+00:00,AP_01,dev_bbc41c619e88bd47,heartbeat,-44
2026-09-20T14:37:43.226924+00:00,AP_01,dev_35778c3c4e63c5e5,heartbeat,-51
2026-09-20T14:37:43.226924+00:00,AP_01,dev_731b3d87b1dc7eee,heartbeat,-46
2026-09-20T14:37:43.226924+00:00,AP_01,dev_bc8d7b6196fcef34,heartbeat,-54
2026-09-20T14:37:43.226924+00:00,AP_02,dev_4ac84bb5b54bd1e2,heartbeat,-55
2026-09-20T14:37:43.226924+00:00,AP_02,dev_e0901586fe4e5714,heartbeat,-50
2026-09-20T14:37:44.226924+00:00,AP_01,dev_dac99220a0ad0fd7,heartbeat,-44
2026-09-20T14:37:45.226924+00:00,AP_02,dev_349b3f24156b47ac,heartbeat,-50
2026-09-20T14:37:45.226924+00:00,AP_02,dev_89db6f69939e3a2d,heartbeat,-54
2026-09-20T14:37:46.226924+00:00,AP_03,dev_07284014dce9133c,heartbeat,-52
2026-09-20T14:37:47.226924+00:00,AP_02,dev_75cf3775171f19ea,heartbeat,-47
2026-09-20T14:37:49.226924+00:00,AP_01,dev_539021518e086590,heartbeat,-55
2026-09-20T14:37:49.226924+00:00,AP_01,dev_7a7cb5ddf5eb7995,heartbeat,-44
2026-09-20T14:37:50.226924+00:00,AP_01,dev_445ccbc2b30f400c,heartbeat,-51
2026-09-20T14:37:50.226924+00:00,AP_02,dev_0f96d15f51d22665,heartbeat,-53
2026-09-20T14:37:50.226924+00:00,AP_02,dev_55eaa3daf2dd130b,heartbeat,-49
2026-09-20T14:37:51.226924+00:00,AP_02,dev_1f7d38735c96fb65,heartbeat,-41
2026-09-20T14:37:51.226924+00:00,AP_02,dev_dba56be9de81f118,heartbeat,-46
2026-09-20T14:37:52.226924+00:00,AP_01,dev_c406cbd22ec99ead,heartbeat,-50
2026-09-20T14:37:53.226924+00:00,AP_01,dev_3685007455cd815a,heartbeat,-54
2026-09-20T14:37:53.226924+00:00,AP_01,dev_62e4eb8d4981d69d,heartbeat,-53
2026-09-20T14:37:54.226924+00:00,AP_01,dev_8036e1c3a6abbe3c,heartbeat,-52
2026-09-20T14:37:55.226924+00:00,AP_01,dev_f50ad49c2c67a14f,heartbeat,-48
2026-09-20T14:37:55.226924+00:00,AP_02,dev_2b173c18c059f8e9,heartbeat,-49
2026-09-20T14:37:56.226924+00:00,AP_01,dev_4f88e58b44e4f3e4,heartbeat,-54
2026-09-20T14:37:57.226924+00:00,AP_01,dev_daba50eec8c1da46,heartbeat,-52
2026-09-20T14:37:57.226924+00:00,AP_02,dev_6e87a995d8ad91a8,heartbeat,-52
2026-09-20T14:37:59.226924+00:00,AP_03,dev_0ee25486519d39a2,heartbeat,-49
2026-09-20T14:38:02.226924+00:00,AP_02,dev_7dc730154810b19b,heartbeat,-47
2026-09-20T14:38:02.226924+00:00,AP_02,dev_c4c59c0a301caf36,heartbeat,-51
2026-09-20T14:38:02.226924+00:00,AP_03,dev_a4b93ff51018f4c5,heartbeat,-55
2026-09-20T14:38:03.226924+00:00,AP_01,dev_101e46487f17e515,heartbeat,-52
2026-09-20T14:38:04.226924+00:00,AP_02,dev_e880e41ccd1eeaca,heartbeat,-52
2026-09-20T14:38:08.226924+00:00,AP_02,dev_e1493be4e7873c05,heartbeat,-50
2026-09-20T14:38:09.226924+00:00,AP_01,dev_932d334d0b33c912,heartbeat,-45
2026-09-20T14:38:09.226924+00:00,AP_02,dev_67afb0bc703b419b,heartbeat,-49
2026-09-20T14:38:11.226924+00:00,AP_01,dev_605e9822a32bf845,heartbeat,-50
2026-09-20T14:38:12.226924+00:00,AP_01,dev_35778c3c4e63c5e5,heartbeat,-48
2026-09-20T14:38:13.226924+00:00,AP_01,dev_731b3d87b1dc7eee,heartbeat,-47
2026-09-20T14:38:13.226924+00:00,AP_01,dev_bbc41c619e88bd47,heartbeat,-50
2026-09-20T14:38:13.226924+00:00,AP_02,dev_44bae648792c87a3,heartbeat,-57
2026-09-20T14:38:14.226924+00:00,AP_01,dev_dac99220a0ad0fd7,heartbeat,-48
2026-09-20T14:38:14.226924+00:00,AP_02,dev_75cf3775171f19ea,heartbeat,-54
2026-09-20T14:38:14.226924+00:00,AP_03,dev_07284014dce9133c,heartbeat,-46
2026-09-20T14:38:15.226924+00:00,AP_02,dev_4ac84bb5b54bd1e2,heartbeat,-59
2026-09-20T14:38:15.226924+00:00,AP_02,dev_349b3f24156b47ac,heartbeat,-51
2026-09-20T14:38:15.226924+00:00,AP_02,dev_89db6f69939e3a2d,heartbeat,-50
2026-09-20T14:38:15.226924+00:00,AP_02,dev_e0901586fe4e5714,heartbeat,-51
2026-09-20T14:38:16.226924+00:00,AP_01,dev_bc8d7b6196fcef34,heartbeat,-52
2026-09-20T14:38:18.226924+00:00,AP_02,dev_1f7d38735c96fb65,heartbeat,-46
2026-09-20T14:38:19.226924+00:00,AP_01,dev_539021518e086590,heartbeat,-50
2026-09-20T14:38:20.226924+00:00,AP_01,dev_445ccbc2b30f400c,heartbeat,-45
2026-09-20T14:38:20.226924+00:00,AP_02,dev_0f96d15f51d22665,heartbeat,-46
2026-09-20T14:38:20.226924+00:00,AP_02,dev_dba56be9de81f118,heartbeat,-53
2026-09-20T14:38:21.226924+00:00,AP_01,dev_3685007455cd815a,heartbeat,-49
2026-09-20T14:38:21.226924+00:00,AP_02,dev_55eaa3daf2dd130b,heartbeat,-55
2026-09-20T14:38:22.226924+00:00,AP_01,dev_f50ad49c2c67a14f,heartbeat,-53
2026-09-20T14:38:22.226924+00:00,AP_01,dev_7a7cb5ddf5eb7995,heartbeat,-52
2026-09-20T14:38:22.226924+00:00,AP_02,dev_2b173c18c059f8e9,heartbeat,-53
2026-09-20T14:38:24.226924+00:00,AP_01,dev_62e4eb8d4981d69d,heartbeat,-47
2026-09-20T14:38:25.226924+00:00,AP_01,dev_daba50eec8c1da46,heartbeat,-51
2026-09-20T14:38:25.226924+00:00,AP_01,dev_c406cbd22ec99ead,heartbeat,-49
2026-09-20T14:38:26.226924+00:00,AP_01,dev_8036e1c3a6abbe3c,heartbeat,-44
2026-09-20T14:38:26.226924+00:00,AP_01,dev_4f88e58b44e4f3e4,heartbeat,-54
2026-09-20T14:38:29.226924+00:00,AP_02,dev_6e87a995d8ad91a8,heartbeat,-47
2026-09-20T14:38:30.226924+00:00,AP_01,dev_101e46487f17e515,heartbeat,-52
2026-09-20T14:38:30.226924+00:00,AP_02,dev_c4c59c0a301caf36,heartbeat,-50
2026-09-20T14:38:31.226924+00:00,AP_02,dev_7dc730154810b19b,heartbeat,-45
2026-09-20T14:38:32.226924+00:00,AP_03,dev_0ee25486519d39a2,heartbeat,-52
2026-09-20T14:38:34.226924+00:00,AP_03,dev_a4b93ff51018f4c5,heartbeat,-53
2026-09-20T14:38:35.226924+00:00,AP_02,dev_e880e41ccd1eeaca,heartbeat,-48
2026-09-20T14:38:37.226924+00:00,AP_02,dev_67afb0bc703b419b,heartbeat,-48
2026-09-20T14:38:39.226924+00:00,AP_01,dev_35778c3c4e63c5e5,heartbeat,-52
2026-09-20T14:38:39.226924+00:00,AP_01,dev_932d334d0b33c912,heartbeat,-49
2026-09-20T14:38:41.226924+00:00,AP_02,dev_e1493be4e7873c05,heartbeat,-49
2026-09-20T14:38:41.226924+00:00,AP_02,dev_44bae648792c87a3,heartbeat,-45
2026-09-20T14:38:43.226924+00:00,AP_01,dev_605e9822a32bf845,heartbeat,-46
2026-09-20T14:38:43.226924+00:00,AP_01,dev_dac99220a0ad0fd7,heartbeat,-54
2026-09-20T14:38:43.226924+00:00,AP_03,dev_07284014dce9133c,heartbeat,-47
2026-09-20T14:38:44.226924+00:00,AP_01,dev_731b3d87b1dc7eee,heartbeat,-44
2026-09-20T14:38:44.226924+00:00,AP_01,dev_bbc41c619e88bd47,heartbeat,-43
2026-09-20T14:38:44.226924+00:00,AP_02,dev_75cf3775171f19ea,heartbeat,-53
2026-09-20T14:38:45.226924+00:00,AP_02,dev_349b3f24156b47ac,heartbeat,-41
2026-09-20T14:38:45.226924+00:00,AP_02,dev_e0901586fe4e5714,heartbeat,-54
2026-09-20T14:38:48.226924+00:00,AP_01,dev_bc8d7b6196fcef34,heartbeat,-44
2026-09-20T14:38:48.226924+00:00,AP_02,dev_4ac84bb5b54bd1e2,heartbeat,-49
2026-09-20T14:38:48.226924+00:00,AP_02,dev_89db6f69939e3a2d,heartbeat,-56
2026-09-20T14:38:49.226924+00:00,AP_02,dev_2b173c18c059f8e9,heartbeat,-48
2026-09-20T14:38:50.226924+00:00,AP_01,dev_f50ad49c2c67a14f,heartbeat,-51
2026-09-20T14:38:50.226924+00:00,AP_02,dev_55eaa3daf2dd130b,heartbeat,-46
2026-09-20T14:38:50.226924+00:00,AP_02,dev_1f7d38735c96fb65,heartbeat,-48
2026-09-20T14:38:51.226924+00:00,AP_01,dev_445ccbc2b30f400c,heartbeat,-50
2026-09-20T14:38:51.226924+00:00,AP_01,dev_539021518e086590,heartbeat,-54
2026-09-20T14:38:51.226924+00:00,AP_02,dev_0f96d15f51d22665,heartbeat,-51
2026-09-20T14:38:51.226924+00:00,AP_02,dev_dba56be9de81f118,heartbeat,-47
2026-09-20T14:38:52.226924+00:00,AP_01,dev_3685007455cd815a,heartbeat,-53
2026-09-20T14:38:53.226924+00:00,AP_01,dev_daba50eec8c1da46,heartbeat,-49
2026-09-20T14:38:53.226924+00:00,AP_01,dev_8036e1c3a6abbe3c,heartbeat,-53
2026-09-20T14:38:53.226924+00:00,AP_01,dev_c406cbd22ec99ead,heartbeat,-43
2026-09-20T14:38:55.226924+00:00,AP_01,dev_4f88e58b44e4f3e4,heartbeat,-55
2026-09-20T14:38:55.226924+00:00,AP_01,dev_7a7cb5ddf5eb7995,heartbeat,-46
2026-09-20T14:38:57.226924+00:00,AP_01,dev_62e4eb8d4981d69d,heartbeat,-53
2026-09-20T14:38:59.226924+00:00,AP_02,dev_6e87a995d8ad91a8,heartbeat,-49
2026-09-20T14:39:00.226924+00:00,AP_02,dev_7dc730154810b19b,heartbeat,-51
2026-09-20T14:39:01.226924+00:00,AP_02,dev_c4c59c0a301caf36,heartbeat,-57
2026-09-20T14:39:02.226924+00:00,AP_01,dev_101e46487f17e515,heartbeat,-54
2026-09-20T14:39:04.226924+00:00,AP_03,dev_0ee25486519d39a2,heartbeat,-49
2026-09-20T14:39:05.226924+00:00,AP_02,dev_e880e41ccd1eeaca,heartbeat,-49
2026-09-20T14:39:06.226924+00:00,AP_01,dev_932d334d0b33c912,heartbeat,-43
2026-09-20T14:39:06.226924+00:00,AP_03,dev_a4b93ff51018f4c5,heartbeat,-59
2026-09-20T14:39:08.226924+00:00,AP_01,dev_35778c3c4e63c5e5,heartbeat,-52
2026-09-20T14:39:09.226924+00:00,AP_02,dev_67afb0bc703b419b,heartbeat,-53
2026-09-20T14:39:10.226924+00:00,AP_01,dev_605e9822a32bf845,heartbeat,-51
2026-09-20T14:39:12.226924+00:00,AP_01,dev_dac99220a0ad0fd7,heartbeat,-50
2026-09-20T14:39:12.226924+00:00,AP_02,dev_44bae648792c87a3,heartbeat,-54
2026-09-20T14:39:13.226924+00:00,AP_01,dev_bbc41c619e88bd47,heartbeat,-52
2026-09-20T14:39:13.226924+00:00,AP_02,dev_75cf3775171f19ea,heartbeat,-47
2026-09-20T14:39:13.226924+00:00,AP_02,dev_e1493be4e7873c05,heartbeat,-52
2026-09-20T14:39:13.226924+00:00,AP_03,dev_07284014dce9133c,heartbeat,-50
2026-09-20T14:39:15.226924+00:00,AP_02,dev_e0901586fe4e5714,heartbeat,-53
2026-09-20T14:39:16.226924+00:00,AP_02,dev_349b3f24156b47ac,heartbeat,-53
2026-09-20T14:39:17.226924+00:00,AP_01,dev_731b3d87b1dc7eee,heartbeat,-53
2026-09-20T14:39:17.226924+00:00,AP_02,dev_4ac84bb5b54bd1e2,heartbeat,-51
2026-09-20T14:39:18.226924+00:00,AP_02,dev_2b173c18c059f8e9,heartbeat,-50
2026-09-20T14:39:19.226924+00:00,AP_01,dev_bc8d7b6196fcef34,heartbeat,-53
2026-09-20T14:39:19.226924+00:00,AP_01,dev_539021518e086590,heartbeat,-43
2026-09-20T14:39:19.226924+00:00,AP_02,dev_1f7d38735c96fb65,heartbeat,-45
2026-09-20T14:39:19.226924+00:00,AP_02,dev_89db6f69939e3a2d,heartbeat,-58
2026-09-20T14:39:20.226924+00:00,AP_01,dev_3685007455cd815a,heartbeat,-49
2026-09-20T14:39:20.226924+00:00,AP_02,dev_55eaa3daf2dd130b,heartbeat,-50
2026-09-20T14:39:21.226924+00:00,AP_01,dev_f50ad49c2c67a14f,heartbeat,-52
2026-09-20T14:39:21.226924+00:00,AP_01,dev_8036e1c3a6abbe3c,heartbeat,-50
2026-09-20T14:39:21.226924+00:00,AP_02,dev_0f96d15f51d22665,heartbeat,-51
2026-09-20T14:39:22.226924+00:00,AP_01,dev_445ccbc2b30f400c,heartbeat,-53
2026-09-20T14:39:22.226924+00:00,AP_02,dev_dba56be9de81f118,heartbeat,-48
2026-09-20T14:39:25.226924+00:00,AP_01,dev_daba50eec8c1da46,heartbeat,-51
2026-09-20T14:39:25.226924+00:00,AP_01,dev_7a7cb5ddf5eb7995,heartbeat,-41
2026-09-20T14:39:26.226924+00:00,AP_01,dev_c406cbd22ec99ead,heartbeat,-43
2026-09-20T14:39:27.226924+00:00,AP_01,dev_62e4eb8d4981d69d,heartbeat,-47
2026-09-20T14:39:28.226924+00:00,AP_01,dev_4f88e58b44e4f3e4,heartbeat,-45
2026-09-20T14:39:28.226924+00:00,AP_02,dev_7dc730154810b19b,heartbeat,-46
2026-09-20T14:39:28.226924+00:00,AP_02,dev_6e87a995d8ad91a8,heartbeat,-48
2026-09-20T14:39:30.226924+00:00,AP_01,dev_101e46487f17e515,heartbeat,-55
2026-09-20T14:39:31.226924+00:00,AP_03,dev_0ee25486519d39a2,heartbeat,-52
2026-09-20T14:39:34.226924+00:00,AP_02,dev_c4c59c0a301caf36,heartbeat,-50
2026-09-20T14:39:35.226924+00:00,AP_01,dev_35778c3c4e63c5e5,heartbeat,-42
2026-09-20T14:39:35.226924+00:00,AP_02,dev_e880e41ccd1eeaca,heartbeat,-54
2026-09-20T14:39:36.226924+00:00,AP_02,dev_67afb0bc703b419b,heartbeat,-50
2026-09-20T14:39:37.226924+00:00,AP_01,dev_932d334d0b33c912,heartbeat,-49
2026-09-20T14:39:39.226924+00:00,AP_03,dev_a4b93ff51018f4c5,heartbeat,-53
2026-09-20T14:39:41.226924+00:00,AP_01,dev_605e9822a32bf845,heartbeat,-44
2026-09-20T14:39:42.226924+00:00,AP_01,dev_bbc41c619e88bd47,heartbeat,-51
2026-09-20T14:39:42.226924+00:00,AP_02,dev_75cf3775171f19ea,heartbeat,-53
2026-09-20T14:39:43.226924+00:00,AP_02,dev_e0901586fe4e5714,heartbeat,-45
2026-09-20T14:39:44.226924+00:00,AP_01,dev_731b3d87b1dc7eee,heartbeat,-49
2026-09-20T14:39:44.226924+00:00,AP_02,dev_44bae648792c87a3,heartbeat,-50
2026-09-20T14:39:45.226924+00:00,AP_01,dev_dac99220a0ad0fd7,heartbeat,-52
2026-09-20T14:39:45.226924+00:00,AP_02,dev_4ac84bb5b54bd1e2,heartbeat,-54
2026-09-20T14:39:46.226924+00:00,AP_01,dev_539021518e086590,heartbeat,-44
2026-09-20T14:39:46.226924+00:00,AP_02,dev_349b3f24156b47ac,heartbeat,-44
2026-09-20T14:39:46.226924+00:00,AP_02,dev_2b173c18c059f8e9,heartbeat,-52
2026-09-20T14:39:46.226924+00:00,AP_02,dev_e1493be4e7873c05,heartbeat,-46
2026-09-20T14:39:46.226924+00:00,AP_03,dev_07284014dce9133c,heartbeat,-47
2026-09-20T14:39:48.226924+00:00,AP_01,dev_f50ad49c2c67a14f,heartbeat,-46
2026-09-20T14:39:48.226924+00:00,AP_01,dev_3685007455cd815a,heartbeat,-49
2026-09-20T14:39:48.226924+00:00,AP_02,dev_1f7d38735c96fb65,heartbeat,-45
2026-09-20T14:39:49.226924+00:00,AP_01,dev_8036e1c3a6abbe3c,heartbeat,-53
2026-09-20T14:39:50.226924+00:00,AP_02,dev_0f96d15f51d22665,heartbeat,-54
2026-09-20T14:39:50.226924+00:00,AP_02,dev_55eaa3daf2dd130b,heartbeat,-46
2026-09-20T14:39:50.226924+00:00,AP_02,dev_89db6f69939e3a2d,heartbeat,-47
2026-09-20T14:39:51.226924+00:00,AP_01,dev_445ccbc2b30f400c,heartbeat,-50
2026-09-20T14:39:51.226924+00:00,AP_02,dev_dba56be9de81f118,heartbeat,-51
2026-09-20T14:39:52.226924+00:00,AP_01,dev_bc8d7b6196fcef34,heartbeat,-53
2026-09-20T14:39:54.226924+00:00,AP_01,dev_c406cbd22ec99ead,heartbeat,-51
2026-09-20T14:39:54.226924+00:00,AP_01,dev_62e4eb8d4981d69d,heartbeat,-52
2026-09-20T14:39:55.226924+00:00,AP_01,dev_daba50eec8c1da46,heartbeat,-49
2026-09-20T14:39:55.226924+00:00,AP_01,dev_4f88e58b44e4f3e4,heartbeat,-44
2026-09-20T14:39:56.226924+00:00,AP_01,dev_7a7cb5ddf5eb7995,heartbeat,-58
2026-09-20T14:39:56.226924+00:00,AP_02,dev_6e87a995d8ad91a8,heartbeat,-42
2026-09-20T14:39:59.226924+00:00,AP_02,dev_7dc730154810b19b,heartbeat,-54
2026-09-20T14:40:01.226924+00:00,AP_01,dev_101e46487f17e515,heartbeat,-44
2026-09-20T14:40:02.226924+00:00,AP_02,dev_e880e41ccd1eeaca,heartbeat,-54
2026-09-20T14:40:03.226924+00:00,AP_03,dev_0ee25486519d39a2,heartbeat,-50
2026-09-20T14:40:06.226924+00:00,AP_02,dev_c4c59c0a301caf36,heartbeat,-52
2026-09-20T14:40:07.226924+00:00,AP_03,dev_a4b93ff51018f4c5,heartbeat,-52
